8790	66463.375	675227.687	1233105	51114.8672	377332.438	502089.406
8820	66561.2734	675429.625	1231584.88	51197.1406	377490.875	501661.844
8850	66660.5	675733	1229958.75	51290.3398	377797.875	500921.219
8880	66765.2578	676196.937	1233854.12	51382.3672	377849.344	500261.469
8910	66870.625	676185.688	1229466.25	51464.4531	378111.031	500419.437
8940	66974.0781	676696.5	1228008.37	51557.1523	378253.219	500490.969
8970	67075.4609	676625.438	1227192.87	51646.1562	378411.906	500880.063
9000	67165.9531	676823.812	1228388.75	51730.4883	378542.063	501464.969
9030	67276.9688	677255	1225418.63	51822.5039	378566.906	501543.031
9060	67377.25	677239.5	1223180.75	51906.5234	378673.25	501625.844
9090	67473.9375	677499.063	1222349.38	51999.9258	378755.031	501840.75
9120	67575.6797	673031.625	1225376.88	52087.5469	378947.875	501954.187
9150	67676.6563	667898.687	1205014	52168.8867	379181.625	501941.75
